STEM_Student_ID,NOTIONAL_NVQ_LEVEL_CODE,LEARNING_AIM_TYPE_DESC,PLP main qual type
05029812,2,Diploma,All other graded level 2 quals
05029954,3,Edexcel National Diploma (new syllabus),BTEC National Dip
05030003,3,GCE AS level,A Levels
05030513,4,HNC,Level 4 and above
05030671,3,Diploma,All other graded level 3 quals
05031233,H,HNC,Level 4 and above
05032256,2,Diploma,All other graded level 2 quals
05032301,X,Other,Entry Level 3
05033742,2,Certificate,All other graded level 2 quals
05035182,3,Edexcel National Diploma (new syllabus),BTEC National Dip
05035190,3,Access to Higher Education Diploma (from 2007),Access to HE
05035935,3,Access to Higher Education Diploma (from 2007),Access to HE
05035987,2,Edexcel First Diploma (new syllabus),BTEC First Dip
05036125,3,Conversion Class Code,All other graded level 3 quals
05036286,2,Certificate,YUP
05036319,2,Certificate,All other graded level 2 quals
05036375,2,Certificate,All other graded level 2 quals
05036437,3,Edexcel National Diploma (new syllabus),BTEC National Dip
05036536,H,HNC,Level 4 and above
05036571,2,Diploma,All other graded level 2 quals
05036573,1,Certificate,All other graded level 1 quals
05036577,X,Other,Unknown
05036590,2,First Certificate,Technical Certificate Level 3
05036608,3,Certificate,Technical Certificate Level 3
05036725,1,Certificate,All other graded level 1 quals
05036739,2,Diploma,All other graded level 2 quals
05036741,3,Diploma,All other graded level 3 quals
05036765,2,Diploma,All other graded level 2 quals
05036868,3,Certificate,All other graded level 3 quals
05036938,2,Certificate,All other graded level 2 quals
05037312,3,Certificate,Technical Certificate Level 3
05037489,3,Access to Higher Education Diploma (from 2007),Access to HE
05037542,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
05037608,3,Edexcel National Diploma (new syllabus),BTEC National Dip
05037983,2,Certificate,Technical Certificate Level 2
05038777,X,Other,Entry Level 3
06029167,E,Other,Entry Level 3
06029709,1,Foundation Award,All other graded level 1 quals
06029722,E,Other,Entry Level 3
06029800,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06029873,E,Certificate,Entry Level 3
06029901,2,Certificate,Technical Certificate Level 3
06030015,3,Access to Higher Education Diploma (from 2007),Access to HE
06030069,2,Diploma,All other graded level 2 quals
06030139,X,Non Council funded studies,Level 4 and above
06030169,4,Diploma,Level 4 and above
06030200,1,Diploma,Technical Certificate Level 2
06030233,X,Non Council funded studies,Level 4 and above
06030263,3,GCE AS level,Technical Certificate Level 2
06030284,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06030332,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06030382,3,Certificate,Technical Certificate Level 3
06030385,2,NVQ,NVQ Level 2
06030446,1,Certificate,All other graded level 1 quals
06030447,1,Foundation Award,All other graded level 1 quals
06030448,2,Certificate,Technical Certificate Level 3
06030682,2,NVQ,NVQ Level 2
06030686,4,NVQ,Level 4 and above
06030701,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06030890,3,Access to Higher Education Diploma (from 2007),Access to HE
06030891,X,Other,Unknown
06030901,H,HNC,Level 4 and above
06030942,2,Certificate,All other graded level 2 quals
06030953,3,Access to Higher Education Diploma (from 2007),Access to HE
06030966,2,Certificate,All other graded level 2 quals
06030989,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06031070,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06031204,2,Edexcel First Diploma (new syllabus),Technical Certificate Level 3
06031308,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06031363,3,Access to Higher Education Diploma (from 2007),Access to HE
06031408,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06031423,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06031483,1,Certificate,All other graded level 1 quals
06031523,3,Access to Higher Education Diploma (from 2007),Access to HE
06031565,3,Conversion Class Code,Technical Certificate Level 2
06031618,E,Other,Cache Level 1
06031624,3,Diploma,All other graded level 3 quals
06031634,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06031660,2,NVQ,CACHE Level 2
06031665,1,NVQ,Technical Certificate Level 3
06031696,2,NVQ,NVQ Level 2
06031708,2,NVQ,NVQ Level 2
06031764,2,Other,All other graded level 2 quals
06031767,2,Certificate,All other graded level 2 quals
06031934,2,Certificate,All other graded level 2 quals
06032065,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06032088,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06032124,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06032196,2,Diploma,All other graded level 2 quals
06032238,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06032386,E,Other,Entry Level 3
06032503,2,Certificate,All other graded level 2 quals
06032551,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06032561,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06032940,3,GCE AS level,A Levels
06032961,3,GCE AS level,A Levels
06033044,3,Edexcel National Diploma (new syllabus),Technical Certificate Level 2
06033050,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06033089,3,GCE AS level,Technical Certificate Level 3
06033095,E,Certificate,Entry Level 3
06033135,3,Certificate,Technical Certificate Level 3
06033183,2,NVQ,NVQ Level 2
06033201,2,Certificate,All other graded level 2 quals
06033281,2,Certificate,Technical Certificate Level 3
06033425,3,Edexcel National Diploma (new syllabus),Technical Certificate Level 3
06033649,2,Certificate,All other graded level 2 quals
06033651,1,NVQ,NVQ Level 1
06033708,3,Certificate,Technical Certificate Level 3
06033773,X,Non Council funded studies,Level 4 and above
06033801,3,Access to Higher Education Diploma (from 2007),Access to HE
06033812,3,Access to Higher Education Diploma (from 2007),Access to HE
06033914,3,Edexcel National Certificate (new syllabus),Technical Certificate Level 3
06033976,1,Certificate,Technical Certificate Level 3
06033999,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06034036,2,Certificate,All other graded level 2 quals
06034079,2,Edexcel First Diploma (new syllabus),Cache Level 1
06034082,2,Certificate,All other graded level 2 quals
06034093,3,Edexcel National Certificate (new syllabus),Technical Certificate Level 3
06034254,3,Access to Higher Education Diploma (from 2007),Access to HE
06034269,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06034282,2,NVQ,NVQ Level 2
06034293,2,Certificate,All other graded level 2 quals
06034313,4,HNC,Level 4 and above
06034346,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06034352,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06034372,4,NVQ,Level 4 and above
06034427,3,Certificate,All other graded level 3 quals
06034448,2,NVQ,Technical Certificate Level 3
06034466,2,Certificate,Technical Certificate Level 2
06034470,3,Access to Higher Education Diploma (from 2007),Access to HE
06034490,X,Non Council funded studies,Level 4 and above
06034550,2,Diploma,All other graded level 2 quals
06034687,X,Other,Unknown
06034693,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06034721,4,HNC,Level 4 and above
06034797,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06034809,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06034860,3,Access Certificate,Access to HE
06034930,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06035040,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06035075,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06035101,2,NVQ,NVQ Level 2
06035174,1,Diploma,All other graded level 1 quals
06035234,X,Non Council funded studies,Technical Certificate Level 2
06035255,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06035357,3,Diploma,All other graded level 3 quals
06035588,2,Certificate,All other graded level 2 quals
06035608,2,Edexcel First Diploma (new syllabus),BTEC First Dip
06035653,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06035682,3,GCE AS level,A Levels
06035722,3,Access to Higher Education Diploma (from 2007),Access to HE
06035730,3,GCE AS level,A Levels
06035759,3,Edexcel National Certificate (new syllabus),Technical Certificate Level 2
06036047,2,Diploma,All other graded level 2 quals
06036075,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06036077,1,Diploma,All other graded level 1 quals
06036166,1,Foundation Award,All other graded level 1 quals
06036414,2,Certificate,All other graded level 2 quals
06036744,2,Certificate,All other graded level 2 quals
06036749,3,Certificate,Technical Certificate Level 3
06036828,X,Non Council funded studies,Level 4 and above
06036829,3,Certificate,All other graded level 3 quals
06036832,4,NVQ,Level 4 and above
06036837,3,Certificate,All other graded level 3 quals
06036858,2,Edexcel First Diploma (new syllabus),BTEC First Dip
06037003,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06037009,2,Certificate,All other graded level 2 quals
06037088,3,Certificate,All other graded level 3 quals
06037142,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06037170,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06037337,X,Non Council funded studies,Level 4 and above
06037437,4,HNC,Level 4 and above
06037468,2,Certificate,All other graded level 2 quals
06037739,3,Access to Higher Education Diploma (from 2007),Access to HE
06037988,2,Diploma,All other graded level 2 quals
06038173,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06038225,3,Conversion Class Code,All other graded level 3 quals
06038283,4,NVQ,Level 4 and above
06038382,2,Certificate,All other graded level 2 quals
06038403,3,Edexcel National Certificate (new syllabus),Technical Certificate Level 3
06038447,X,Non Council funded studies,Unknown
06038480,4,NVQ,Level 4 and above
06038560,E,Other,Entry Level 3
06038606,2,GCSEs in Vocational Subjects,GCSEs
06038610,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06038674,2,Certificate,All other graded level 2 quals
06038818,3,Diploma,All other graded level 3 quals
06038837,3,Diploma,All other graded level 3 quals
06038840,2,Certificate,All other graded level 2 quals
06038845,1,NVQ,NVQ Level 1
06038851,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06038856,2,Diploma,All other graded level 2 quals
06038870,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06038871,E,Other,Entry Level 3
06038884,E,Certificate,Entry Level 3
06038897,E,Certificate,Entry Level 3
06038898,2,NVQ,NVQ Level 2
06038975,3,Access Certificate,Access to HE
06039002,4,HNC,Level 4 and above
06039004,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06039020,E,Certificate,Entry Level 3
06039048,5,Diploma,Level 4 and above
06039080,2,Certificate,All other graded level 2 quals
06039132,1,Introductory Diploma,BTEC Intro Diploma & Cert
06039178,3,GCE AS level,A Levels
06039194,4,HNC,Level 4 and above
06039219,1,Diploma,All other graded level 1 quals
06039232,X,Non Council funded studies,Unknown
06039291,3,GCE AS level,A Levels
06039369,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06039370,2,Edexcel First Diploma (new syllabus),BTEC First Dip
06039375,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06039379,1,Certificate,All other graded level 1 quals
06039412,2,Certificate,All other graded level 2 quals
06039462,3,Certificate,All other graded level 3 quals
06039483,2,Certificate,All other graded level 2 quals
06039554,3,Edexcel National Diploma (new syllabus),Cache Level 1
06039566,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06039571,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06039667,X,Other,Entry Level 3
06039676,2,Certificate,All other graded level 2 quals
06039693,X,Non Council funded studies,Unknown
06039731,2,Diploma,All other graded level 2 quals
06039732,1,Other,All other graded level 1 quals
06039746,2,Certificate,All other graded level 2 quals
06039755,2,Certificate,All other graded level 2 quals
06039766,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06039778,3,Certificate,YUP
06039781,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06039860,1,Diploma,All other graded level 1 quals
06039861,3,Certificate,Technical Certificate Level 3
06039870,2,NVQ,NVQ Level 2
06039876,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06039877,2,NVQ,NVQ Level 2
06039882,X,Other,Entry Level 3
06039908,2,Diploma,All other graded level 2 quals
06039911,E,Certificate,Entry Level 3
06039914,1,Foundation Certificate,All other graded level 1 quals
06039923,2,NVQ,NVQ Level 2
06039926,E,Other,Technical Certificate Level 2
06039932,2,NVQ,NVQ Level 2
06039933,3,Diploma,All other graded level 3 quals
06039973,3,Access to Higher Education Diploma (from 2007),Access to HE
06039992,2,Certificate,All other graded level 2 quals
06039996,1,Certificate,Technical Certificate Level 2
06040006,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06040022,2,GCSEs in Vocational Subjects,GCSEs
06040029,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06040031,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06040033,2,Edexcel First Diploma (new syllabus),BTEC First Dip
06040039,E,Certificate,Entry Level 3
06040044,E,Certificate,Entry Level 3
06040047,E,Certificate,Entry Level 1
06040048,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06040079,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06040081,2,Diploma,All other graded level 2 quals
06040088,X,Other,All Other Non-graded Level 1 Quals
06040212,1,Diploma,All other graded level 1 quals
06040238,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
06040246,2,Diploma,All other graded level 2 quals
06040261,2,Diploma,All other graded level 2 quals
06040262,2,Diploma,CACHE Level 2
06040265,2,Certificate,All other graded level 2 quals
06040267,E,Certificate,
06040273,1,Diploma,All other graded level 1 quals
06040297,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06040302,2,Certificate,All other graded level 2 quals
06040310,X,Non Council funded studies,Level 4 and above
06040384,3,Access to Higher Education Diploma (from 2007),Access to HE
06040418,3,Edexcel National Diploma (new syllabus),BTEC National Dip
06040433,X,Non Council funded studies,Level 4 and above
06040438,H,HND,Level 4 and above
06040460,2,Certificate,All other graded level 2 quals
06040512,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
